,Sentences,Negativity
2768,i was and still am feeling so gracious,0
2769,i feel quite contented surveying our little farmhouse,0
2770,i feel like suffering today or not,1
2771,i have spent with you reach creeping over me and i feel most jubilant to god and to you that i have enjoyed them for so long,0
2772,i just really really love to serve and make people feel special and loved now i just need to get studying and cleaning all this mess,0
2773,i get the feeling he is slightly fearful unsure of what to do next and i m not even sure he actually saw me or just felt the stick hit his legs,1
2774,i can t remember ever feeling this lethargic,1
2775,i am back to some place like this in nature i feel so thankful for all the peace and silence,0
2776,i feel like my life is so boring and bland and every day drags on so meaninglessly,1
2777,i should take my cue from the title of this post but i am feeling adventurous and no one is following so what the heck,0
2778,i still feel inadequate and left behind at times,1
2779,im now feeling like one hot fiesty these days,0
2780,i feel confident in that ratio and i m happy with the results,0
2781,i honestly bottle up my emotions and what i think of others to myself so much that i feel like im fake,1
2782,im thinking all day is work and im tempted to just sit down and knock some orders off i feel like i have all this precious time and im supposed to be doing something and im wasting it,0
2783,i have gotten over feeling rude about it,1
2784,i want to feel dazed or i dont know,0
2785,i feel more handsome when i hang out with a beautiful girl,0
2786,i sit here crying feeling your loss suffering from a unbearable pain i don t know what was wrong what made you leave me i feel so hollow with you gone misery has taken up my heart he s been there since you left i begged you to stay but you laughed in my face what am i supposed to do,1
2787,i feel like fantasy writers have this thing about hating things that are popular and widespread,0
2788,i can actually feel all my stomach muscles again and im all bouncy,0
2789,i feel like i can go to who would even maybe be supportive of me or that i think would even see my point of view,0
2790,i feel it lyrics tekst pjesme lyrics free download mp link rel stylesheet href http tekstovilyrics,0
2791,i fear that because i suffer from depression the people i care about feel inhibited when they are going through hard times,1
2792,ive never had such a long break from work it feels like ive missed so much,1
2793,i comes with many catches so i was glad that dublin was feeling wifi generous,0
2794,i kind of feel like the curious case of benjamin button like a baby born old but growing into a young person,0
2795,i feel eager at times and so angry at myself,0
2796,i remember sitting on the edge of the bed feeling very defeated,1
2797,i found myself writing negative status updates all the time so i would sit down write everything into a post and while i wouldnt always immediately feel better it did help,0
2798,i feel awful saying it but if anyone felt unnecessary to me it was steve because he was the only one who didnt make me feel anything and i judge everything by feelings,1
2799,i found the definitions of the difference between submit and surrender as i feel that a submissive submits and a slave tends to do both submit and surrender,1
2800,i finish making the list feeling content and a little surprised at my good fortune,0
2801,i feel most impressed with myself that i managed to eat that much but i had not eaten much today as i kinda wanted to eat fair food lol,0
2802,i just constantly feel hyper gloomy for some days without knowing the reason why and i know i m not the only one,1
2803,i feel anxious i feel nervous and unloved,1
2804,i feel like its been awhile since i have played with my beloved maggies,0
2805,i kinda lost a bit of focus on what i m doing all this for and how it would feel the brooklyn trip reminded me of the sweet sweet taste of freedom and i m more motivated than ever to retire and start living a real life,0
