,Sentences,Negativity
5869,gah they were giving away spa gift certificate and ipod dammit why didn't i put that in my calendar,1
5870,chip for lunch though carb rush might be not so good for the alertness,0
5871,lol bored a hell wake up save me from my boredom,1
5872,i remember when we kissed i still feel it on my lip the time that you danced with me with no music playin i remember till i cry,1
5873,i slept at am it's madness,1
5874,the weekend yeah more sleep for me,0
5875,blister ha come back,1
5876,glad to see that the highlight of friday is fw of course you've already confessed that you don't read the best bit,0
5877,yep it's official i am a functional alcoholic i get no more hangover pedicure then bday finale at do over,0
5878,had lot and lot of fun at take that again tonight but doesn't think this bus is going to get her home any time soon hmmm,1
5879,hi christine and good morning so get a drink pull up a chair in the sunshine and mark sound like a nice way to work,0
5880,back from school making something to eat pasta yummi hope that it ll taste good haha or else i ll have to call joes pizza,0
5881,i'm kind of liking vista it give me plenty of thing to switch off change,0
5882,upset i can't text jessica,1
5883,i can't sit in the sun today a i overdid it yesterday,1
5884,lol mands i tried that one day and got all the colour wrong gave me a headache,0
5885,your amazing and i just couldn't hold that thought to myself any longer,0
5886,haha thanks for the laugh,0
5887,just cycled to and from work today mile way back wa in c,1
5888,haha i'm always up for trying something new i plan to tweet from brave game a often a i can,0
5889,im going to sanibel which is way south lt for my tbrah,1
5890,the breakfast club,0
5891,gosh darn you new season on intervention photo lab at in da morn,1
5892,good grand prix just a business thematic to do now,1
5893,i had a with two flake feeling decadent,0
5894,tweet deck keep me constantly updated with facebook just wish i could get myspace on there too with all my friend and update,0
5895,kester's creeping me out a little help here i need company i'm cry,1
5896,going for a bike ride to the cemetery by myself i guess,1
5897,hope yours will go away quicker than mine week now and counting,1
5898,hey what's up,0
5899,today is emotional detox day,0
5900,wild wing sound good it can accommodate a crowd of people we need to get everyone together would wed night be the best,0
5901,it is pretty addicting,0
5902,any wordpress folk able to help me get wp enqueue style working it's twisting my head,1
5903,tedious sunday man tomorow will be the same or not,0
5904,blog is all fixed now thanks,0
5905,i'll trade place with you tonight,0
5906,we totally crashed it now that's just love,0
5907,im hungry what can you eat when there is no food in the house,1
5908,happy birthday pac so far no pac sighting on the bus this year,1
5909,ouch feel better soon cramp are evil,1
5910,dang it's raining,1
5911,just updated my myspace layout wow all on my own it took forever lol's and it look kinda plain but the thought count hehe,1
5912,don't worry i'll get the bug,0
5913,u r sick quot noooo im sorry to hear that hayley lt get well soon ily,1
5914,no entiendo twitter,1
5915,i'm sorry about the boot at least it come off though,1
5916,can't seem to figure out how to upload a pic,1
5917,why cant green day fan let him be he not green day do they not get how this is affecting him panic attack anxiety my poor baby,1
5918,is listening to lt in grid gt love her song still reading lt reading any book that grab my attention gt wat can i say im a book lover,0
5919,good morning to you,0
5920,left for la at and didnt get here till a little after coliseum is full,1
5921,bummed that i have to be inside today,1
5922,i find multiply's new interface nice,0
5923,haave you ever thought about coming to quot rock am ring quot or quot rock im park quot to germany it's the biggest festival in the year,0
5924,time for bed i suppose i've taken three day off of walking so i must walk to work tomorrow which mean early morning,1
5925,is about to go down to bristol design festival in the sun bdf,0
5926,bitch wtf how u gone turn the ac off and not warn a nygga in the this bitch bout to have a heat stroke,1
5927,no really can't wait to see new moon,0
5928,killer sore throat it making me sad,1
5929,im musically fustrated i worked so hard on this song for hour on end and still not up to my standard of a good song im takin a break,1
5930,just got off work and ill be working fir the next day wooo,1
5931,the pain the currently resides in my head make me,1
5932,aww what a change in weather,1
5933,check out theefreshvibe blogspot com,0
5934,im making it right now,0
5935,blaaaaaahh ive been trying to make this horrible migraine go away all day but no such luck back to bed,1
5936,and rising i thought i wa taking care of this early,1
5937,sad that i won't see deb for two day,1
5938,bummer daryl is still missing guess no starbucks today double bummer hangover isnt getting any better,1
5939,a beautiful day in florida great day to hit the road heading south for business and bringing bathing suit work work work,0
5940,just one of those days but im better now lt,1
5941,woke up listenin to a dj jeffrey mix on my ipod tea and oatmeal is a heavenly combo esp since i'm just gonna lounge here on my couch,0
5942,unfortunately no,1
5943,going to splash lagoon until monday night with jim so excited,0
5944,absulutely gutted that you think i would fail to qualify a a gnome,1
5945,guyz i'm gonna start saying quot howdy quot from now on cause i'm a texan girl who life out it the country it's just feel right,0
5946,i just don't know why is it so awkward,1
5947,no jam wa definitely easy going tonight and understanding i wa just so over this place tonight,1
5948,lol point for the wish,0
5949,,1
5950,is goin outta the house,0
5951,just discovered why not heard from bos recently company insolvent am now unemployed software engineer chocolate time,1
5952,poor groove sending copious amount of love to you both xxx,1
5953,on the way to pamelas partially dressed a a cowgirl the hat in my bag but i left my lasoo on the table,1
5954,to follow or not to follow that is the question haha,0
5955,i really need some rest,0
5956,well since you're there i could really use a green tea here if you don't mind,0
5957,doe it help that i wa going to tell you on tuesday that it wa looking really good,1
5958,i'm so sad your character on greek dropped from kappa tau,1
5959,sushi and oj lunch i think i found the sweet potato tempura too,0
5960,fam house in l i poppinq bottlesz,0
5961,you're already missed on the th floor,1
5962,cant sleep without my hubby,1
5963,sitting home work,1
5964,say done eating gg with daing salty uh ang kidney,0
5965,haha you mixed it up honey twilight is on saturday and is friday see you there i dunno what to wear,1
5966,nick logan and abe are coming over soon,0
5967,that's a great idea have fun,0
5968,are you still missing in alexandria free trip to egypt ha dobn't say to thank them ylvp,0
5969,watching twister had an awesome evening i never realized how much i missed bailey dos,0
5970,putting all picture on my flash drive a well a song all going on my computer cause my laptop is getting old and broken,1
5971,oops my iphone said it lost connection didn't mean to duplicate,1
5972,sarah just had her two month check up lb inch long poor baby is about to get her shot,1
5973,i wish she had a concert in india,1
5974,damn back home in shitty swansea enjoyed cornwall so much more to top it all off i'm in work at tomorrow,1
5975,sad face all my picture are too big for twitter,1
5976,getting kinda home sick now,1
5977,visiting mamare at the hospital brought her some blue bunny ice cream,0
5978,working out laundry bed i have to go to work tomorrow so much for a long wkend day til timor shiza,1
